p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	aln	tcas	D.Symbol	D.Name	tcas_name	seqnames	start	end	width	strand	product	Chrom
TcasGA2-TC0063811	5.1173237966626e-124	0.402630719676519	0.325	0.083	5.41771070352669e-120	4	TcasGA2-TC006381	TcasGA2_TC006381	gnl|WGS:AAJJ|TC006381-PA	CG13857	uncharacterized protein Dmel_CG13857	TcasGA2-TC006381	CM000283.3	8197271	8200456	3186	+	hypothetical protein	8
TcasGA2-TC0058452	8.68093627567364e-124	0.396513840820259	0.353	0.095	9.19050723505568e-120	4	TcasGA2-TC005845	TcasGA2_TC005845	gnl|WGS:AAJJ|TC005845-PA	CG4858	uncharacterized protein Dmel_CG4858	TcasGA2-TC005845	CM000283.3	6682177	6683124	948	-	Cytosolic Fe-S cluster assembly factor NUBP2 homolog-like Protein	8
TcasGA2-TC0057642	1.72330106780176e-123	0.414955432426072	0.428	0.129	1.82445884048173e-119	4	TcasGA2-TC005764	TcasGA2_TC005764	gnl|WGS:AAJJ|TC005764-PA	jnj	java no jive	TcasGA2-TC005764	CM000283.3	8106662	8112359	5698	-	structural maintenance of chromosomes 6	8
TcasGA2-TC006783	2.07617011866787e-123	0.306201124187632	0.313	0.078	2.19804130463367e-119	4	TcasGA2-TC006783	TcasGA2_TC006783	gnl|WGS:AAJJ|TC006783-PA	CG13617	uncharacterized protein Dmel_CG13617, isoform B	TcasGA2-TC006783	CM000283.3	14202540	14204821	2282	+	hypothetical protein	8
TcasGA2-TC0106642	7.63838252898522e-123	0.382734968896756	0.454	0.14	8.08675558343665e-119	4	TcasGA2-TC010664	TcasGA2_TC010664	gnl|WGS:AAJJ|TC010664-PA	Mul1	mitochondrial E3 ubiquitin protein ligase 1, isoform B	TcasGA2-TC010664	CM000284.3	8215627	8219005	3379	-	Mitochondrial ubiquitin ligase activator of NFKB 1-like Protein	9
TcasGA2-TC0062172	3.06775213761876e-122	0.375134679333708	0.862	0.371	3.24782918809699e-118	4	TcasGA2-TC006217	TcasGA2_TC006217	gnl|WGS:AAJJ|TC006217-PA	Atg18a	Autophagy-related 18a, isoform F	TcasGA2-TC006217	CM000283.3	5179078	5192167	13090	+	WD repeat domain phosphoinositide-interacting protein 2-like Protein	8
TcasGA2-TC0090802	3.46923097455613e-122	0.372633363601342	0.354	0.097	3.67287483276257e-118	4	TcasGA2-TC009080	TcasGA2_TC009080	gnl|WGS:AAJJ|TC009080-PA	ND-B22	NADH dehydrogenase (ubiquinone) B22 subunit, isoform B	TcasGA2-TC009080	CM000282.3	7213769	7214909	1141	-	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9-like Protein	7
TcasGA2-TC012751	1.45637385640206e-121	0.342984123443755	0.276	0.064	1.54186300177287e-117	4	TcasGA2-TC012751	TcasGA2_TC012751	gnl|WGS:AAJJ|TC012751-PA	Zip99C	Zinc/iron regulated transporter-related protein 99C, isoform H	TcasGA2-TC012751	CM000284.3	14214080	14216040	1961	+	Zinc transporter ZIP13 homolog-like Protein	9
TcasGA2-TC0146402	3.34029479998972e-121	0.346991664860828	0.962	0.47	3.53637010474912e-117	4	TcasGA2-TC014640	TcasGA2_TC014640	gnl|WGS:AAJJ|TC014640-PA	CG3630	uncharacterized protein Dmel_CG3630, isoform C	TcasGA2-TC014640	CM000280.3	12716387	12718053	1667	+	Actin-binding Rho-activating protein-like Protein	5
TcasGA2-TC0070082	4.06281139517538e-121	0.366027885823077	0.679	0.262	4.30129842407217e-117	4	TcasGA2-TC007008	TcasGA2_TC007008	gnl|WGS:AAJJ|TC007008-PA	CG8336	uncharacterized protein Dmel_CG8336, isoform D	TcasGA2-TC007008	CM000279.2	12067984	12078505	10522	-	Peptidyl-prolyl cis-trans isomerase, rhodopsin-specific isozyme-like Protein	4
TcasGA2-TC0338172	1.62489813639862e-120	0.362003184890394	0.798	0.329	1.72027965700522e-116	4	TcasGA2-TC033817	TcasGA2_TC033817	gnl|WGS:AAJJ|TC033817-PA	CG15890	uncharacterized protein Dmel_CG15890, isoform B	TcasGA2-TC033817	CM000282.3	9845203	9853135	7933	+	hypothetical protein	7
TcasGA2-TC0116202	2.21752816664154e-120	0.376594722568678	0.487	0.158	2.3476970700234e-116	4	TcasGA2-TC011620	TcasGA2_TC011620	gnl|WGS:AAJJ|TC011620-PA	Rpt6	regulatory particle triple-A ATPase 6	TcasGA2-TC011620	CM000284.3	15578057	15581206	3150	+	26S protease regulatory subunit 8-like Protein	9
TcasGA2-TC0121532	2.29573764486723e-120	0.29686556902914	0.741	0.294	2.43049744462093e-116	4	TcasGA2-TC012153	TcasGA2_TC012153	gnl|WGS:AAJJ|TC012153-PA	CG6472	uncharacterized protein Dmel_CG6472	TcasGA2-TC012153	CM000284.3	4079033	4081570	2538	-	Phospholipase A1 1-like Protein	9
TcasGA2-TC0346442	1.38676986890486e-118	0.436426426117693	0.954	0.45	1.46817326020957e-114	4	TcasGA2-TC034644	TcasGA2_TC034644	gnl|WGS:AAJJ|TC034644-PA	CG3081	uncharacterized protein Dmel_CG3081, isoform B	TcasGA2-TC034644	CM000279.2	255242	260169	4928	-	hypothetical protein	4
TcasGA2-TC0320302	1.63745088280793e-118	0.322536865581435	0.696	0.27	1.73356924962876e-114	4	TcasGA2-TC032030	TcasGA2_TC032030	gnl|WGS:AAJJ|TC032030-PA	CG4538	uncharacterized protein Dmel_CG4538, isoform C	TcasGA2-TC032030	CM000277.3	5281630	5289888	8259	-	ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial	2
TcasGA2-TC0159912	3.76333402182977e-118	0.285504074336919	0.797	0.326	3.98424172891118e-114	4	TcasGA2-TC015991	TcasGA2_TC015991	gnl|WGS:AAJJ|TC015991-PA	CG7215	uncharacterized protein Dmel_CG7215, isoform B	TcasGA2-TC015991	CM000283.3	171192	171584	393	+	Ubiquitin-like protein 4A	8
TcasGA2-TC0055042	5.34441552145762e-118	0.292564055948778	0.866	0.381	5.65813271256718e-114	4	TcasGA2-TC005504	TcasGA2_TC005504	gnl|WGS:AAJJ|TC005504-PA	Mdh2	malate dehydrogenase 2	TcasGA2-TC005504	CM000283.3	12023035	12026059	3025	-	Malate dehydrogenase, mitochondrial-like Protein	8
TcasGA2-TC0091992	7.77085625115142e-118	0.572776064915832	0.993	0.477	8.22700551309401e-114	4	TcasGA2-TC009199	TcasGA2_TC009199	gnl|WGS:AAJJ|TC009199-PA	Ppi1	protein phosphatase 1c interacting protein 1, isoform B	TcasGA2-TC009199	CM000282.3	3230325	3235734	5410	-	hypothetical protein	7
TcasGA2-TC0091952	1.22203624300755e-117	0.35738015189747	0.396	0.117	1.29376977047209e-113	4	TcasGA2-TC009195	TcasGA2_TC009195	gnl|WGS:AAJJ|TC009195-PA	sav	salvador, isoform B	TcasGA2-TC009195	CM000282.3	3245846	3247854	2009	-	Scaffold protein salvador-like Protein	7
TcasGA2-TC0105482	3.17380240335835e-117	0.679274163453825	0.999	0.561	3.36010460443548e-113	4	TcasGA2-TC010548	TcasGA2_TC010548	gnl|WGS:AAJJ|TC010548-PA	OtopLc	Otopetrin-like c, isoform D	TcasGA2-TC010548	CM000278.3	15382674	15387524	4851	+	hypothetical protein	3
TcasGA2-TC0043712	1.4735695344823e-116	0.365705499851268	0.82	0.35	1.56006806615641e-112	4	TcasGA2-TC004371	TcasGA2_TC004371	gnl|WGS:AAJJ|TC004371-PA	CG44836	uncharacterized protein Dmel_CG44836, isoform E	TcasGA2-TC004371	CM000285.3	7005446	7011171	5726	-	hypothetical protein	10
TcasGA2-TC0064972	7.00820436351098e-116	0.635284360140301	0.996	0.567	7.41958595964907e-112	4	TcasGA2-TC006497	TcasGA2_TC006497	gnl|WGS:AAJJ|TC006497-PA	rhea	rhea, isoform B	TcasGA2-TC006497	CM000283.3	10600850	10604627	3778	+	Uncharacterized protein KIAA0556-like Protein	8
TcasGA2-TC0012632	1.7718198383402e-115	0.309251168162338	0.815	0.346	1.87582566285077e-111	4	TcasGA2-TC001263	TcasGA2_TC001263	gnl|WGS:AAJJ|TC001263-PA	CG14883	uncharacterized protein Dmel_CG14883	TcasGA2-TC001263	CM000277.3	13338401	13340927	2527	+	Glycerophosphodiester phosphodiesterase 1-like Protein	2
TcasGA2-TC0105932	2.55609444150543e-115	0.327265914062043	0.583	0.21	2.7061371852218e-111	4	TcasGA2-TC010593	TcasGA2_TC010593	gnl|WGS:AAJJ|TC010593-PA	pug	pugilist, isoform D	TcasGA2-TC010593	CM000282.3	5374997	5380763	5767	-	C-1-tetrahydrofolate synthase, cytoplasmic-like Protein	7
TcasGA2-TC0311112	6.27240130537613e-115	0.361006979328648	0.91	0.411	6.64059126200171e-111	4	TcasGA2-TC031111	TcasGA2_TC031111	gnl|WGS:AAJJ|TC031111-PA	CG14305	uncharacterized protein Dmel_CG14305, isoform A	TcasGA2-TC031111	CM000279.2	6992841	7058697	65857	-	Serine/threonine-protein kinase CG17528-like Protein	4
TcasGA2-TC0026442	9.34688658332619e-115	0.313671997822794	0.487	0.163	9.89554882576744e-111	4	TcasGA2-TC002644	TcasGA2_TC002644	gnl|WGS:AAJJ|TC002644-PA	CG11474	uncharacterized protein Dmel_CG11474, isoform A	TcasGA2-TC002644	CM000278.3	16569265	16573554	4290	+	UPF0364 protein C6orf211 homolog-like Protein	3
TcasGA2-TC009516	1.43601127757772e-114	0.255723497714911	0.322	0.085	1.52030513957153e-110	4	TcasGA2-TC009516	TcasGA2_TC009516	gnl|WGS:AAJJ|TC009516-PA	Nsf2	N-ethylmaleimide-sensitive factor 2, isoform B	TcasGA2-TC009516	CM000282.3	1802373	1805476	3104	+	hypothetical protein	7
TcasGA2-TC0028442	5.22400808107669e-114	0.707330171918266	0.999	0.573	5.53065735543589e-110	4	TcasGA2-TC002844	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TcasGA2-TC015650	1.81709060925473e-113	0.29270857339074	0.393	0.117	1.92375382801798e-109	4	TcasGA2-TC015650	TcasGA2_TC015650	gnl|WGS:AAJJ|TC015650-PA	wkd	whacked, isoform A	TcasGA2-TC015650	CM000281.3	4117584	4124078	6495	+	Ecotropic viral integration site 5 ortholog-like Protein	6
TcasGA2-TC0120532	4.26159669066406e-113	0.307698725701016	0.62	0.234	4.51175241640604e-109	4	TcasGA2-TC012053	TcasGA2_TC012053	gnl|WGS:AAJJ|TC012053-PA	CG12179	uncharacterized protein Dmel_CG12179, isoform C	TcasGA2-TC012053	CM000284.3	7058538	7065507	6970	-	hypothetical protein	9
TcasGA2-TC0329482	6.23284116829945e-113	0.668998100621677	0.999	0.657	6.59870894487862e-109	4	TcasGA2-TC032948	TcasGA2_TC032948	gnl|WGS:AAJJ|TC032948-PA	Pkn	protein kinase N, isoform E	TcasGA2-TC032948	CM000279.2	9651533	9652785	1253	+	hypothetical protein	4
TcasGA2-TC0125632	1.91255508786228e-112	0.291906618426426	0.362	0.105	2.0248220715198e-108	4	TcasGA2-TC012563	TcasGA2_TC012563	gnl|WGS:AAJJ|TC012563-PA	Eip55E	Ecdysone-induced protein 55E, isoform B	TcasGA2-TC012563	CM000284.3	11507349	11509345	1997	+	Cystathionine gamma-lyase-like Protein	9
TcasGA2-TC0000472	3.35806546080234e-112	0.370567156612721	0.481	0.163	3.55518390335144e-108	4	TcasGA2-TC000047	TcasGA2_TC000047	gnl|WGS:AAJJ|TC000047-PA	Tim23	translocase of inner mitochondrial membrane 23	TcasGA2-TC000047	CM000278.3	10750135	10751393	1259	+	Mitochondrial import inner membrane translocase subunit Tim23-like Protein	3
TcasGA2-TC006633	3.42717598372116e-112	0.266007377472349	0.361	0.103	3.62835121396559e-108	4	TcasGA2-TC006633	TcasGA2_TC006633	gnl|WGS:AAJJ|TC006633-PA	dmGlut	dietary and metabolic glutamate transporter	TcasGA2-TC006633	CM000283.3	12156106	12159337	3232	+	hypothetical protein	8
TcasGA2-TC0023352	3.18117201065762e-111	0.335495624449998	0.399	0.122	3.36790680768322e-107	4	TcasGA2-TC002335	TcasGA2_TC002335	gnl|WGS:AAJJ|TC002335-PA	Fbxl7	F-box and leucine-rich repeat protein 7	TcasGA2-TC002335	KQ973453.1	254682	256735	2054	-	F-box/LRR-repeat protein 7-like Protein	NA
TcasGA2-TC0027192	3.59693732762574e-110	0.394608191394673	0.932	0.435	3.80807754875737e-106	4	TcasGA2-TC002719	TcasGA2_TC002719	gnl|WGS:AAJJ|TC002719-PA	cnn	centrosomin, isoform E	TcasGA2-TC002719	CM000278.3	13376113	13391003	14891	-	centrosomin	3
TcasGA2-TC0010752	2.30060903673196e-108	0.258679574751594	0.803	0.347	2.43565478718812e-104	4	TcasGA2-TC001075	TcasGA2_TC001075	gnl|WGS:AAJJ|TC001075-PA	TTLL6B	tubulin tyrosine ligase-like 6B	TcasGA2-TC001075	CM000277.3	10574280	10580804	6525	+	Tubulin polyglutamylase ttll6-like Protein	2
TcasGA2-TC004931	2.93453220171906e-108	0.293580944372424	0.4	0.125	3.10678924195997e-104	4	TcasGA2-TC004931	TcasGA2_TC004931	gnl|WGS:AAJJ|TC004931-PA	CG3040	uncharacterized protein Dmel_CG3040	TcasGA2-TC004931	CM000277.3	4764953	4767275	2323	+	Protein lap4-like Protein	2
TcasGA2-TC0109742	1.5805655442347e-107	0.344405988841656	0.398	0.125	1.67334474168128e-103	4	TcasGA2-TC010974	TcasGA2_TC010974	gnl|WGS:AAJJ|TC010974-PA	Atg7	Autophagy-related 7, isoform A	TcasGA2-TC010974	CM000284.3	3052971	3059466	6496	-	Ubiquitin-like modifier-activating enzyme ATG7	9
TcasGA2-TC0160792	2.02848194710988e-107	0.347253740215594	0.465	0.159	2.14755383740523e-103	4	TcasGA2-TC016079	TcasGA2_TC016079	gnl|WGS:AAJJ|TC016079-PA	CG17528	uncharacterized protein Dmel_CG17528, isoform D	TcasGA2-TC016079	CM000285.3	1627860	1636183	8324	-	Serine/threonine-protein kinase CG17528-like Protein	10
TcasGA2-TC0065442	3.71241970217e-107	0.319105509221673	0.918	0.431	3.93033873868737e-103	4	TcasGA2-TC006544	TcasGA2_TC006544	gnl|WGS:AAJJ|TC006544-PA	Klp10A	Kinesin-like protein at 10A, isoform F	TcasGA2-TC006544	CM000283.3	11294863	11296760	1898	+	Kinesin-like protein Klp10A	8
TcasGA2-TC0129922	6.867729740467e-107	0.260631124165317	0.756	0.315	7.27086547623241e-103	4	TcasGA2-TC012992	TcasGA2_TC012992	gnl|WGS:AAJJ|TC012992-PA	Ythdf	YTH N6-methyladenosine RNA binding protein, isoform D	TcasGA2-TC012992	CM000280.3	15442767	15446536	3770	-	YTH domain-containing family protein 2-like Protein	5
TcasGA2-TC0104442	1.0598968338183e-105	0.281147669668273	0.407	0.13	1.12211277796343e-101	4	TcasGA2-TC010444	TcasGA2_TC010444	gnl|WGS:AAJJ|TC010444-PA	BCAS2	BCAS2	TcasGA2-TC010444	CM000280.3	7349505	7350299	795	+	Pre-mRNA-splicing factor SPF27-like Protein	5
TcasGA2-TC016122	2.35922432468461e-104	0.264832370139612	0.323	0.092	2.49771079254359e-100	4	TcasGA2-TC016122	TcasGA2_TC016122	gnl|WGS:AAJJ|TC016122-PA	Nna1	Nna1 carboxypeptidase, isoform B	TcasGA2-TC016122	KQ972823.1	128647	139131	10485	+	carboxypeptidase A	NA
TcasGA2-TC0097182	1.85304789955516e-103	0.280705165891936	0.932	0.438	1.96182181125904e-99	4	TcasGA2-TC009718	TcasGA2_TC009718	gnl|WGS:AAJJ|TC009718-PA	red	red malpighian tubules, isoform D	TcasGA2-TC009718	CM000282.3	4862284	4863886	1603	+	hypothetical protein	7
TcasGA2-TC0320652	2.31182734389437e-103	0.296100596150057	0.35	0.103	2.44753160898097e-99	4	TcasGA2-TC032065	TcasGA2_TC032065	gnl|WGS:AAJJ|TC032065-PA	CG14325	uncharacterized protein Dmel_CG14325	TcasGA2-TC032065	CM000277.3	6428195	6433894	5700	-	T-complex-associated testis-expressed protein 1-like Protein	2
TcasGA2-TC0320101	3.43554053917499e-103	0.340492810483686	0.296	0.08	3.63720676882456e-99	4	TcasGA2-TC032010	TcasGA2_TC032010	gnl|WGS:AAJJ|TC032010-PA	CG15706	uncharacterized protein Dmel_CG15706, isoform B	TcasGA2-TC032010	CM000277.3	3759227	3778711	19485	-	Major facilitator superfamily domain-containing protein 6-like Protein	2
TcasGA2-TC0087422	6.81460938542109e-102	0.34053779576657	0.394	0.126	7.21462695634531e-98	4	TcasGA2-TC008742	TcasGA2_TC008742	gnl|WGS:AAJJ|TC008742-PA	IFT52	intraflagellar transport 52	TcasGA2-TC008742	CM000282.3	9390087	9393876	3790	+	Intraflagellar transport protein 52 homolog-like Protein	7
TcasGA2-TC0033732	4.00472423123098e-101	0.323088478776112	0.415	0.137	4.23980154360424e-97	4	TcasGA2-TC003373	TcasGA2_TC003373	gnl|WGS:AAJJ|TC003373-PA	pnut	peanut, isoform A	TcasGA2-TC003373	CM000278.3	2959252	2961630	2379	+	Protein peanut-like Protein	3
TcasGA2-TC014348	3.7255409256406e-100	0.298620863367212	0.292	0.08	3.94423017797571e-96	4	TcasGA2-TC014348	TcasGA2_TC014348	gnl|WGS:AAJJ|TC014348-PA	Ect3	Ectoderm-expressed 3	TcasGA2-TC014348	CM000280.3	9468601	9470729	2129	+	Beta-galactosidase-1-like protein 3	5
TcasGA2-TC0148842	2.440948638993e-99	0.250643408899073	0.547	0.203	2.58423232410189e-95	4	TcasGA2-TC014884	TcasGA2_TC014884	gnl|WGS:AAJJ|TC014884-PA	Su(H)	suppressor of hairless, isoform C	TcasGA2-TC014884	CM000281.3	9151235	9152616	1382	-	hypothetical protein	6
TcasGA2-TC0048192	3.146686045512e-99	0.266212637977485	0.892	0.41	3.33139651638356e-95	4	TcasGA2-TC004819	TcasGA2_TC004819	gnl|WGS:AAJJ|TC004819-PA	CG6565	uncharacterized protein Dmel_CG6565, isoform B	TcasGA2-TC004819	CM000277.3	2392569	2396657	4089	+	StAR-related lipid transfer protein 7, mitochondrial-like Protein	2
TcasGA2-TC0128341	3.92723124283068e-99	0.408296704600372	0.27	0.072	4.15775971678485e-95	4	TcasGA2-TC012834	TcasGA2_TC012834	gnl|WGS:AAJJ|TC012834-PA	dsd	distracted, isoform C	TcasGA2-TC012834	CM000284.3	15812123	15817281	5159	-	Attractin-like protein 1	9
TcasGA2-TC0013802	9.87273724049897e-99	0.456517122080419	0.989	0.512	1.04522669165163e-94	4	TcasGA2-TC001380	TcasGA2_TC001380	gnl|WGS:AAJJ|TC001380-PA	Pglym87	phosphoglyceromutase 87	TcasGA2-TC001380	CM000277.3	15228471	15229312	842	+	Phosphoglycerate mutase 2-like Protein	2
TcasGA2-TC0118062	3.86015699734211e-97	0.262296392360669	0.85	0.382	4.08674821308609e-93	4	TcasGA2-TC011806	TcasGA2_TC011806	gnl|WGS:AAJJ|TC011806-PA	gammaCOP	coat protein (coatomer) gamma, isoform C	TcasGA2-TC011806	CM000284.3	13330104	13339096	8993	-	Coatomer subunit gamma-like Protein	9
TcasGA2-TC0093372	5.01314335687965e-97	0.292200200076107	0.376	0.12	5.30741487192849e-93	4	TcasGA2-TC009337	TcasGA2_TC009337	gnl|WGS:AAJJ|TC009337-PA	ssp3	short spindle 3, isoform B	TcasGA2-TC009337	CM000282.3	501575	521425	19851	+	hypothetical protein	7
TcasGA2-TC0054842	8.62752719947695e-96	0.659541233872803	1	0.58	9.13396304608625e-92	4	TcasGA2-TC005484	TcasGA2_TC005484	gnl|WGS:AAJJ|TC005484-PA	Topors	topoisomerase I-interacting protein, isoform B	TcasGA2-TC005484	CM000283.3	12236572	12237899	1328	-	E3 ubiquitin-protein ligase RNF139-like Protein	8
TcasGA2-TC0151452	1.18376053834213e-94	0.394725603649638	0.992	0.495	1.25324728194281e-90	4	TcasGA2-TC015145	TcasGA2_TC015145	gnl|WGS:AAJJ|TC015145-PA	Mlp60A	muscle LIM protein at 60A, isoform B	TcasGA2-TC015145	CM000281.3	2403615	2408286	4672	-	hypothetical protein	6
TcasGA2-TC0118662	2.67802666475389e-94	0.337125664287794	0.98	0.497	2.83522682997494e-90	4	TcasGA2-TC011866	TcasGA2_TC011866	gnl|WGS:AAJJ|TC011866-PA	CG8138	uncharacterized protein Dmel_CG8138	TcasGA2-TC011866	CM000284.3	12402252	12407025	4774	-	Uncharacterized protein C4orf22 homolog-like Protein	9
TcasGA2-TC0314582	3.39290303923116e-93	0.338599763918094	0.973	0.504	3.59206644763403e-89	4	TcasGA2-TC031458	TcasGA2_TC031458	gnl|WGS:AAJJ|TC031458-PA	bchs	blue cheese	TcasGA2-TC031458	CM000285.3	7213168	7214821	1654	-	hypothetical protein	10
TcasGA2-TC0004672	1.51441534669981e-92	0.405166744479777	0.983	0.507	1.60331152755109e-88	4	TcasGA2-TC000467	TcasGA2_TC000467	gnl|WGS:AAJJ|TC000467-PA	TBCB	tubulin-binding cofactor B	TcasGA2-TC000467	CM000277.3	10919180	10920297	1118	-	Tubulin-folding cofactor B-like Protein	2
TcasGA2-TC034589	6.267203780034e-91	0.325170467810379	0.252	0.067	6.63508864192199e-87	4	TcasGA2-TC034589	TcasGA2_TC034589	gnl|WGS:AAJJ|TC034589-PA	Svil	supervillin, isoform AE	TcasGA2-TC034589	CM000278.3	6626560	6647684	21125	+	Supervillin-like protein	3
TcasGA2-TC0332572	1.02318987109519e-89	0.271400477214693	0.865	0.399	1.08325111652848e-85	4	TcasGA2-TC033257	TcasGA2_TC033257	gnl|WGS:AAJJ|TC033257-PA	TTLL3A	tubulin tyrosine ligase-like 3A	TcasGA2-TC033257	CM000280.3	14801408	14808465	7058	-	Tubulin glycylase 3A-like Protein	5
TcasGA2-TC0336522	7.39615287825443e-89	0.307607975526184	0.942	0.458	7.83030705220796e-85	4	TcasGA2-TC033652	TcasGA2_TC033652	gnl|WGS:AAJJ|TC033652-PA	Ppn	papilin, isoform F	TcasGA2-TC033652	CM000282.3	4981513	4982856	1344	-	hypothetical protein	7
TcasGA2-TC000237	4.84332198581302e-86	0.286756307995145	0.272	0.078	5.12762498638024e-82	4	TcasGA2-TC000237	TcasGA2_TC000237	gnl|WGS:AAJJ|TC000237-PA	mub	mushroom-body expressed, isoform D	TcasGA2-TC000237	CM000277.3	14319919	14328311	8393	-	Poly(rC)-binding protein 3-like Protein	2
TcasGA2-TC0109932	5.86127355868654e-83	0.257492723306759	0.972	0.513	6.20533031658144e-79	4	TcasGA2-TC010993	TcasGA2_TC010993	gnl|WGS:AAJJ|TC010993-PA	CG12395	uncharacterized protein Dmel_CG12395	TcasGA2-TC010993	CM000284.3	3419960	3420881	922	+	Sperm flagellar protein 1-like Protein	9
TcasGA2-TC0157572	5.77050040790854e-80	0.577173029840242	0.999	0.555	6.10922878185277e-76	4	TcasGA2-TC015757	TcasGA2_TC015757	gnl|WGS:AAJJ|TC015757-PA	Moca-cyp	Moca-cyp, isoform A	TcasGA2-TC015757	CM000281.3	7474992	7478173	3182	+	hypothetical protein	6
TcasGA2-TC0163582	2.24942551091485e-78	0.460976304851791	0.997	0.536	2.38146678840556e-74	4	TcasGA2-TC016358	TcasGA2_TC016358	gnl|WGS:AAJJ|TC016358-PA	QIL1	QIL1	TcasGA2-TC016358	CM000282.3	7005007	7006591	1585	+	hypothetical protein	7
TcasGA2-TC0336052	1.44245652488604e-77	0.52926734389326	0.998	0.539	1.52712872289685e-73	4	TcasGA2-TC033605	TcasGA2_TC033605	gnl|WGS:AAJJ|TC033605-PA	CG42675	uncharacterized protein Dmel_CG42675, isoform D	TcasGA2-TC033605	CM000282.3	3918626	3920023	1398	+	Zinc finger C2HC domain-containing protein 1C-like Protein	7
TcasGA2-TC0030782	1.05311185975255e-69	0.287637597501442	0.971	0.496	1.11492952592003e-65	4	TcasGA2-TC003078	TcasGA2_TC003078	gnl|WGS:AAJJ|TC003078-PA	CG3335	uncharacterized protein Dmel_CG3335	TcasGA2-TC003078	CM000278.3	2625519	2636644	11126	-	putative RNA-binding protein 19-like Protein	3
TcasGA2-TC0076032	1.67129344120615e-67	0.422320101049444	0.995	0.522	1.76939836620495e-63	4	TcasGA2-TC007603	TcasGA2_TC007603	gnl|WGS:AAJJ|TC007603-PA	NijA	ninjurin A, isoform D	TcasGA2-TC007603	CM000279.2	2490273	2491480	1208	-	Transmembrane protein 136-like Protein	4
TcasGA2-TC0005262	1.8094548636794e-67	0.37205682615047	0.993	0.504	1.91566986417738e-63	4	TcasGA2-TC000526	TcasGA2_TC000526	gnl|WGS:AAJJ|TC000526-PA	CG4988	uncharacterized protein Dmel_CG4988	TcasGA2-TC000526	CM000277.3	10182303	10184439	2137	-	hypothetical protein	2
TcasGA2-TC0123392	1.05551447217058e-66	0.284979406494392	0.985	0.524	1.11747317168699e-62	4	TcasGA2-TC012339	TcasGA2_TC012339	gnl|WGS:AAJJ|TC012339-PA	Ziz	zizimin, isoform B	TcasGA2-TC012339	CM000284.3	5059898	5060833	936	+	hypothetical protein	9
TcasGA2-TC0144792	1.78771297636358e-61	0.341225529701167	0.991	0.531	1.89265172807613e-57	4	TcasGA2-TC014479	TcasGA2_TC014479	gnl|WGS:AAJJ|TC014479-PA	Haspin	haspin	TcasGA2-TC014479	CM000280.3	10916376	10917146	771	+	hypothetical protein	5
TcasGA2-TC0001112	8.38001688589089e-58	0.427866265926385	0.996	0.568	8.87192387709269e-54	4	TcasGA2-TC000111	TcasGA2_TC000111	gnl|WGS:AAJJ|TC000111-PA	CG15120	uncharacterized protein Dmel_CG15120	TcasGA2-TC000111	CM000278.3	11039231	11040185	955	-	Parkin coregulated gene protein homolog-like Protein	3
TcasGA2-TC0058702	4.04443582710411e-56	0.41347347472572	0.995	0.565	4.28184421015512e-52	4	TcasGA2-TC005870	TcasGA2_TC005870	gnl|WGS:AAJJ|TC005870-PA	CG6752	uncharacterized protein Dmel_CG6752, isoform B	TcasGA2-TC005870	CM000283.3	6145848	6150322	4475	-	Regulator of microtubule dynamics protein 1-like Protein	8
TcasGA2-TC0003192	3.5018884584827e-54	0.263990833545685	0.993	0.519	3.70744931099564e-50	4	TcasGA2-TC000319	TcasGA2_TC000319	gnl|WGS:AAJJ|TC000319-PA	Hex-A	hexokinase A, isoform A	TcasGA2-TC000319	CM000277.3	13070823	13077473	6651	-	Hexokinase type 2-like Protein	2
TcasGA2-TC0050662	1.30137616576436e-50	0.465275415527861	0.998	0.58	1.37776694669473e-46	4	TcasGA2-TC005066	TcasGA2_TC005066	gnl|WGS:AAJJ|TC005066-PA	CG5903	uncharacterized protein Dmel_CG5903, isoform B	TcasGA2-TC005066	CM000280.3	7139161	7140428	1268	-	hypothetical protein	5
